root_id,position,supervoxel_id
720575940623444715,[460584 238764  57360],78535092049923847
720575940628467611,[464764 263392  67480],78605873177681144
720575940620541099,[422584 322420 141800],77903216729835707
720575940623403755,[484924 208948 208600],78956824015050791
720575940629097922,[469196 234344  38840],78675760751653300
720575940626295396,[540064 326280 207240],79873610554132519
720575940634617952,[436844 300936 210400],78113910913485943
720575940632634532,[531656 343496 203160],79733147877131528
720575940631108559,[607768 357560 104000],81070359905907914
720575940622351996,[621700 341776  97240],81281191193884364
720575940610505170,[485132 238640  41440],78957304447921539
720575940632302151,[468808 359732 113280],78677891323397450
720575940627417619,[607228 352496  75080],81070291052373318
720575940613167007,[402140 133492 182320],77548143327717278
720575940613419695,[450844 134452 182520],78392636977325008
720575940604727264,[608664 351944  87120],81070291119460989
720575940625422609,[521864 364280 166800],79592753918513925
720575940626527055,[588256 363120 114440],80718653624355739
720575940620199962,[472768 240684  36200],78746266934722494
720575940644258327,[473532 228528  58000],78746060843492169
720575940625872688,[470736 359572 110040],78748260067527575
720575940626399588,[612268 353160  99800],81140659863927895
720575940619751872,[614372 353028 107960],81211028674846935
720575940622386824,[612128 351944 103440],81140659930600815
720575940623528925,[434080 128392 187960],78111024628256188
720575940622797244,[451564 356156 122200],78396347627297509
720575940637530084,[603988 355352  83880],80999991094639499
720575940612284569,[470500 250156  81240],78676035763901002
720575940616401467,[453504 355228 115960],78396347627191259
720575940616401467,[453504 355228 115960],78396347627191259
720575940620017261,[602860 358144  81520],80999991027716239
720575940641781133,[590460 362928 107840],80788953648827449
720575940632355885,[509476 368100 146520],79381716338347644
720575940622478349,[604704 358756  84720],80999991094664358
720575940604930481,[523428 361720 162720],79592685132487178
720575940616353675,[519112 372044 174600],79522522613419987
720575940625642302,[598708 361392 107120],80929691137117727
720575940627595772,[597576 362688 113160],80859322393220679
720575940639705077,[510956 363396 152320],79381647619068031
720575940639705077,[510956 363396 152320],79381647619068031
720575940625784153,[474820 245992  38560],78816704398485146
720575940614588778,[600988 359952 111680],80929691137248695
720575940637009636,[389600 132232 181720],77337037095135136
720575940626834698,[600456 360516 115080],80929691137346150
720575940624484796,[452376 353128 114600],78396278907918220
720575940626849546,[512372 367812 150960],79452085082678021
720575940618519454,[465348 359184 115880],78607522579242400
720575940631987364,[611900 351352  81160],81140659796578554
720575940630221563,[527384 365320 166720],79663122662699957
720575940638810677,[610604 355224 106440],81140728650085581
720575940633293025,[409960 319036 137720],77692041777624193
720575940633293025,[409960 319036 137720],77692041777624193
720575940615623051,[524304 369832 174320],79663191382419358
720575940629745980,[708436 215396 133840],82827173396088974
720575940631406673,[610744 233684   6400],81138666730209085
720575940614840891,[444988 276880 106800],78254235749375310
720575940622174796,[236532 175708 241960],74663780931928011
720575940617195579,[765528 369384 156120],83744578477687446
720575940629908219,[262564 227828 264600],75157186842050533
720575940634923700,[457544 142884 129040],78463143025802703
720575940626067033,[615392 116720 137400],81207043012683260
720575940615422514,[486404 297464 141120],78958266856078762
720575940625627023,[475580 245120  85520],78816704599323140
720575940644530030,[438188 207688  30760],78182767225122827
720575940617241629,[554096 363012 189600],80155703939060959
720575940626741265,[610348 294508  64520],81139697723757509
720575940618882843,[808700 332604  80120],84518015920155987
720575940611426161,[369716 288824 130360],76987804579839156
720575940620319085,[439348 268040  70960],78183729432192758
720575940608199748,[481304 247780  81880],78887073276944602
720575940629439238,[686364 146904 131560],82403861419309671
720575940636041652,[293332 339968 200760],75651691995253998
720575940613331966,[221312 307584 263280],74454873789776447
720575940633372185,[439296 268848  70960],78183798151661596
720575940642193549,[436568 139964  63520],78111230383991717
720575940604974978,[480844 248932  79720],78887141996338044
720575940619620852,[452456 243428  65600],78394423347701936
720575940622224836,[440300 268568  70960],78183729432177913
720575940622541005,[449436 262924  96480],78324398268347214
720575940608341806,[461152 240812  75760],78535160836401368
720575940634229615,[455632 247516  70640],78464860811532763
720575940610511043,[471784 255684  91840],78746473294335045
720575940610977746,[355300 321676 191760],76706879560246359
720575940615349159,[151652 430292 133480],73260666320188033
720575940645104948,[474248 243736  86240],78746267135693799
720575940631448680,[438836 267680  70960],78183729432172967
720575940622625279,[459004 244308  75240],78535229555875379
720575940614308758,[495160 239776  84760],79098042137059564
720575940629089068,[471888 243372  83680],78746267135607614
720575940618766875,[850076 291500 179680],85221016502592048
720575940636944966,[463528 243676  78520],78605529580668621
720575940627102851,[869436 279168 134520],85572653930672900
720575940623636714,[441020 154704  99400],78181874073686698
720575940627187477,[548224 134336  62760],80011117757288579
720575940638853454,[441380 269692  70960],78183798151659352
720575940615038018,[429108 191900  92280],77971386316197804
720575940616397122,[463856 239100  75560],78605460861090873
720575940623280311,[438864 268188  70960],78183729432199864
720575940622193276,[475692 239752  82320],78816567093924738
720575940623233238,[443488 270176 113000],78254167030099727
720575940618405848,[449732 147356  98120],78322474123040040
720575940614618683,[442824 272664  70960],78254166895839829
720575940630146103,[473120 244504  85480],78746335855144005
720575940620931312,[418052 249564 157200],77831611101964447
720575940611098595,[443516 271544  70960],78254166895847195
720575940609269001,[442484 270240  70960],78254166895848588
720575940607685700,[442532 271800  70960],78254166895854307
720575940613869777,[460596 267272  84600],78535573219971424
720575940629064764,[441372 270348  70960],78183798151664830
720575940626745682,[568660 345700 144200],80366466439880826
720575940626626597,[407380 316528 132960],77621604313853662
720575940637809118,[550512  94280  69600],80080799306874888
720575940633286068,[441568 271624  70960],78183798151660947
720575940604414636,[457280 267868  84520],78465204475793821
720575940631591199,[443132 271416  70960],78254166895847129
720575940640295502,[173004 368284 140760],73611479249046853
720575940626681146,[440856 270500  70960],78183798151658150
720575940621607093,[440668 270760  70960],78183798151664883
720575940625007949,[441292 262112  86480],78183660779655578
720575940625630212,[441364 270616  70960],78183798151662198
720575940623307447,[469680 258348  91640],78676173269614264
720575940624863015,[395884 164480 167280],77407955594674178
720575940624521706,[430416 190588  92280],78041686340888379
720575940628901884,[312140 358956 208040],76003879380208534
720575940620967846,[403636 172132 113720],77548830320897929
720575940606267659,[441620 269432  70960],78183798151660578
720575940625119625,[440004 269064  70960],78183798151675743
720575940643956168,[394984 144204 154480],77407611930388884
720575940625956483,[442496 273648  70960],78254235615319627
720575940624977466,[440328 269268  70960],78183798151659296
720575940623554796,[435048 150620 101360],78111436610096229
720575940609553419,[477256 249400  77440],78816773252121461
720575940621470028,[441216 270700  70960],78183798151676107
720575940619007664,[440028 269684  70960],78183798151655353
720575940633277364,[439904 269452  70960],78183798151668812
720575940657858433,[439764 269488  70960],78183798151668815
720575940633074145,[464312 268004  97840],78605941964593799
720575940629942343,[439680 268956  70960],78183798151665657
720575940613706866,[461340 239444  73560],78535092116836298
720575940613970147,[450332 241388  74000],78394423347988553
720575940622061132,[559192 345112  80440],80225728683703909
720575940626425682,[454260 152192  99520],78392911586707647
720575940627245585,[393324 144648 183760],77407611997813737
720575940652562081,[439104 267800  70960],78183729432194104
720575940633625184,[442664 271180  70960],78254166895841035
720575940641773472,[438792 267888  70960],78183729432186679
720575940626630693,[659124 209132 188880],81912311203425407
720575940626890852,[447836 343880 119800],78325772725063662
720575940631257228,[441972 130972  62840],78181461689167140
720575940645680407,[476240 252548  71880],78816841971419955
720575940628940994,[636872 198404  32520],81560260787304623
720575940615152011,[473376 241160  65760],78746267068589130
720575940632627757,[425364 116076 185480],77899712237161002
720575940638422480,[439868 268388  70960],78183729432194159
720575940621857133,[684888 299916  78360],82406403838920546
720575940629863211,[268356 266160 234440],75228242713581632
720575940618130625,[432704 142920  79200],78040930359803378
720575940623986364,[465284 260040  94640],78605804525529288
720575940615594658,[468956 264552  95320],78676241989207674
720575940621659245,[329548 291320 217160],76284186126111715
720575940616922822,[206236 275452 264200],74172849057265555
720575940656077473,[465128 240404  79360],78605529580695765
720575940619906925,[430776 190984  92280],78041755060384041
720575940618911901,[442560 271464  70960],78254166895858348
720575940624318757,[403816 167928  98480],77548761534523442
720575940625829892,[418160 162108  96880],77830099072187798
720575940618628443,[418804 159660  94160],77830099072096454
720575940636053594,[453360 156920 109400],78392980372981379
720575940610125786,[452356 156888 109600],78392980372982654
720575940627031226,[462540 234556  73920],78605392141545037
720575940633715960,[431076 192588  92280],78041755060385667
720575940639441141,[430660 192788  92280],78041755060384524
720575940610418329,[430504 192256  92280],78041755060384442
720575940633715704,[430340 192400  92280],78041755060385640
720575940645517700,[429828 192476  92280],78041755060380882
720575940619103910,[430080 192628  92280],78041755060378459
720575940618301204,[430072 192764  92280],78041755060363471
720575940619417620,[439832 268720  70960],78183729432185531
720575940627170715,[429848 192044  92280],78041755060374833
720575940632387228,[429912 191832  92280],78041755060380786
720575940618615022,[428568 192408  92280],77971386316197917
720575940608124338,[472760 241896  67320],78746267068648362
720575940627171483,[430756 190692  92280],78041686340888403
720575940625013175,[443972 272456  70960],78254166895850379
720575940633378296,[429864 191368  92280],78041755060380681
720575940631037907,[429700 191644  92240],77971386316191939
720575940635963054,[426856 141848 145360],77970561883523794
720575940625990277,[440296 268944  70960],78183798151662972
720575940631399308,[451080 152116  94080],78392911586547646
720575940612167794,[458420 246488  72440],78464860811565181
720575940659429761,[441064 269620  70960],78183798151667433
720575940606045314,[440040 268788  70960],78183729432187060
720575940635664046,[441068 269168  70960],78183798151651070
720575940625868440,[442012 269608  70960],78183798151662015
720575940619417326,[462596 242560  78400],78605529580663124
720575940630093051,[450352 240236  63160],78394423347612991
720575940629508652,[443136 271856  70960],78254166895851607
720575940626063961,[447336 154480  99320],78322611562020538
720575940614113682,[438368 268316  70960],78183729432198480
720575940622637575,[439588 268180  70960],78183729432186711
720575940629024527,[428716 191972  92280],77971386316195240
720575940638924533,[428948 191508  92280],77971386316196411
720575940604099006,[429612 191364  92280],77971386316188646
720575940628237211,[259768 218496 269240],75086680725524611
720575940615001686,[429984 190644  92280],78041686340877498
720575940610334170,[429540 190524  92280],77971317596709327
720575940624318443,[745856 196336 128280],83460217215620681
720575940618839472,[429212 190680  92280],77971317596710398
720575940627357969,[514316 162108 111920],79448580255222143
720575940627695954,[295272 252188 196200],75720548910772808
720575940610707057,[315776 216288 269520],76071843144037198
720575940630126929,[428868 191292  92280],77971386316196351
720575940642662541,[200408 277080 216760],74102548898154206
720575940624878992,[627012 254188  59120],81420485439118168
720575940618769232,[754720 263264  80040],83602054014405276
720575940628551895,[424540 189260  92280],77900948852554162
720575940615112646,[549144 270332  62360],80083754244165527
720575940615624994,[424280 189792  92320],77900948852561774
720575940635166871,[858568 360360 135800],85362922087722499
720575940626608719,[423692 189252  92320],77900948852539015
720575940616837972,[429736 190748  92280],77971317596703803
720575940628856514,[471136 165460  97960],78744961465991288
720575940630095045,[694788 285764  56880],82546935101239897
720575940635116639,[315576 136772 162440],76070468351747958
720575940625382174,[478028 158908 100440],78815261490776318
720575940626988053,[471468 249864 182760],78746404843565200
720575940638642502,[446876 122424 162920],78322062007607918
720575940633677538,[449556 101700 159320],78321718410094672
720575940616605490,[853292 228980 126320],85290354319977369
720575940624377323,[403028 247292  52120],77550067069943973
720575940618451520,[245088 179724 240520],74804587139722412
720575940630664185,[432184 144968 101760],78040930426981434
720575940629615417,[472176 165008  97000],78744961465958982
720575940627710360,[719344 221504 185000],82968048524341843
720575940626626597,[407380 316528 132960],77621604313853662
720575940605480806,[471880 155660 104560],78744824093710152
720575940604074174,[472996 151368 107160],78744755374321352
720575940613052200,[533828 148844 103640],79800217817398821
720575940629303934,[666204 339252 141680],82055247514002480
720575940626397127,[468516 155996 105400],78674455349567562
720575940631837507,[448132 110268 162040],78321855849154560
720575940632735545,[474240 157220 102600],78744824027207157
720575940612224754,[429200 191188  92280],77971386316197703
720575940633537823,[470216 158728 102800],78674524002514218
720575940612012566,[472492 159836 101120],78744892746626007
720575940643177495,[468096 158936 102160],78674524002469760
720575940640755875,[179680 232160 229760],73679580585717720
720575940638904381,[478216 164368  99520],78815330210227923
720575940612892306,[475004 148988 107640],78815055399025099
720575940631119827,[479700 159716 100080],78885630234929412
720575940620260800,[472820 137916  75640],78744549081952877
720575940606734182,[469080 161016 100840],78674524002426610
720575940613752062,[626824 217596  57640],81419866963804517
720575940627424199,[515828 161380 113120],79518948999443448
720575940628615683,[504324 169120  64520],79307980071373589
720575940614249135,[673760 279488 224280],82194954478848389
720575940642631387,[474748 145016  63240],78744617801042579
720575940627323676,[428976 190072  92280],77971317596709204
720575940620569953,[474608 148864 153160],78744686789216295
720575940625680784,[425948 188532  80480],77971317529943352
720575940621176564,[482360 155332  99000],78885561515447359
720575940628165019,[457916 117588 125720],78462730708829927
720575940620203340,[443304 179028  92760],78252655134487464
720575940611606830,[505144 160540 109040],79307842766770672
720575940620428225,[471716 166792  96000],78745030185406541
720575940610919778,[471028 156616 103120],78744824093641956
720575940644752494,[429512 190308  92280],77971317596704874
720575940631814085,[449468 128432 164160],78322130727116774
720575940621472294,[447104 125780 158720],78322130726946817
720575940619173104,[439648 128388 155600],78181393238486190
720575940631095087,[504568 169816  64320],79307980071367104
720575940639165247,[535448 237104  98200],79801729579295082
720575940632862177,[478516 159300 100720],78815261490787540
720575940629424202,[467808 158308 102920],78674524002478479
720575940653399542,[853860 200156 146240],85289873350720371
720575940631335528,[707056 194296 106640],82756460987220108
720575940606198473,[426336 188632  80480],77971317529951631
720575940629000603,[471752 161456  96280],78744892746462911
720575940640015245,[450052 102812 159320],78321718410102781
720575940618758310,[451820 101456 159320],78392087154294064
720575940603590246,[451496 101472 159360],78392087154285969
720575940642049736,[410632 161328 201480],77689361919446529
720575940633744632,[410748 161160 201560],77689361919469262
720575940626066180,[411288 160356 201560],77689361919471834
720575940621743451,[751804 195796 118280],83530585893043657
720575940624456388,[863224 311156 105160],85432466130730600
720575940610024056,[474804 145512 109400],78744617935440199
720575940619846241,[448136 148896  45960],78322473988464176
720575940627557909,[512340 156256 109000],79448511535632425
720575940628733699,[411928 158940 201560],77689361919458968
720575940645303331,[424360 189488  92280],77900948852550413
720575940637924324,[473060 168056  94040],78745030185354616
720575940627723338,[470392 157680 103200],78674455349474855
720575940632396875,[784176 303360 106200],84095322552409555
720575940622605320,[472028 165656  98360],78744961465997178
720575940608548619,[468620 161652 100720],78674524002428166
720575940605891040,[500992 174308  79000],79237680047138677
720575940639924176,[518728 162888 113920],79519017718924678
720575940612821997,[516184 179248  87920],79519292529542039
720575940614611142,[429928 191200  92280],78041755060378227
720575940623539976,[478708 159148  99640],78815261490759175
720575940625683716,[472696 143144  59160],78744617734457965
720575940622523101,[471888 164496  98880],78744961466020590
720575940616844249,[449812 147672  45960],78322473988466609
720575940627900871,[472216 166708  96880],78745030185428961
720575940626083428,[453072 104008 156840],78392087154213057
720575940620245926,[471744 156816 103640],78744824093673223
720575940646386308,[453212 129412 151840],78392499470893482
720575940626748949,[422848 161836  91560],77900467816199675
720575940621216169,[473444 158452 101680],78744892746651951
720575940622182569,[447300 208684 120200],78323504982385599
720575940638774606,[433436 115588 114160],78040449457461921
720575940632896738,[430032 191016  92280],78041755060384016
720575940635120491,[489732 143652 107200],79026092912059994
720575940619866759,[467248 161552  98520],78674524002354611
720575940614799007,[632352 157800  87400],81489205049630796
720575940625415196,[474360 156964 102520],78744824027234453
720575940625535621,[513956 160496 112640],79448580255233338
720575940630464554,[449568 147840  45960],78322473988469376
720575940625439690,[469920 162476  99760],78674592721874163
720575940625703824,[472832 160712  82640],78744892745992646
720575940623734003,[677072 320344  94480],82266010014911670
720575940628382203,[516380 179632  91560],79519292529660819
720575940629488578,[648352 148764 131120],81770542721723294
720575940622479574,[413736 145252 192360],77759455785412276
720575940613982514,[540088 150656 104680],79870655281087674
720575940620818029,[671576 179488 108880],82193304875420473
720575940644870167,[414260 143084 191480],77759455785373749
720575940616511813,[518332 148392 104240],79518742840718352
720575940631209519,[412440 160932 201560],77689361919447926
720575940616404820,[487988 232216  89760],79027604673602131
720575940628057862,[475316 167036  93400],78815398929506750
720575940632646189,[471868 167168  95400],78745030185388984
720575940609079854,[455996 115052 138200],78462661989765160
720575940642476448,[537908 149404 106040],79870586561647952
720575940639434611,[451732 145812  45960],78392774013201000
720575940619244248,[475036 128740  71720],78814711667586122
720575940619251416,[491340 163908  62400],79096805119267406
720575940614462879,[425220 190180  92320],77900948852548007
720575940620814145,[450572 104184 159320],78392087154287602
720575940631993159,[448004 108824 162040],78321787129672710
720575940626436741,[428280 190148  92280],77971317596709232
720575940642725320,[421728 188772  92320],77900948852550206
720575940634684664,[424740 140960 184760],77900124487603347
720575940630396235,[473344 167988  94640],78745030185350873
720575940635762094,[393804 227256  63880],77408986051231007
720575940625351461,[461604 349296 104480],78536947676581312
720575940627469041,[689976 310264  87520],82476978808272306
720575940625470526,[494236 277776  76000],79098729265108126
720575940629372985,[471692 113892  65800],78744136764796282
720575940614320746,[619744 137768 106840],81277824006273762
720575940640122240,[735516 319400 167800],83251172701552120
720575940621009023,[573044 242732  69760],80435116928962424
720575940617903617,[390328 145020 190880],77337243320300329
720575940640022157,[406876 186528 209280],77619405558835360
720575940638834035,[295112 286168 227680],75721167519994845
720575940621605964,[496236 278768  82000],79169098009483933
720575940616564829,[423780 188968 137320],77900948986905256
720575940628379751,[798444 267640 169880],84376179255244738
720575940614374142,[408300 198392 205360],77619611650710050
720575940616303680,[406148 198272 205360],77619611650716954
720575940623806868,[413124 183224 166280],77689774168712162
720575940620501638,[485592 119924 135920],78955311918428108
720575940644702112,[408552 203164 205360],77619680370204348
720575940629512248,[407428 199172 205360],77619680370227987
720575940626289021,[489692 267844 129160],79028154563543416
720575940634113687,[349856 158844 132160],76633830555237904
720575940633766611,[865076 336104 129000],85503247258997479
720575940627588090,[409492 198440 205360],77689980394860239
720575940629268486,[516516 174324  86080],79519155090510518
720575940631067868,[418184 211672 183680],77830992693982604
720575940641239181,[490648 176224 137760],79026642735345815
720575940637469347,[408544 198616 205360],77619611650701842
720575940624432103,[563924 206136  31840],80293760831234079
720575940634124663,[408836 199336 205360],77619680370158893
720575940620776840,[408536 199352 205360],77619680370174132
720575940613627954,[407792 199380 205360],77619680370184226
720575940629822604,[407532 199584 205360],77619680370181574
720575940620634021,[384940 229792 210640],77268317752233687
720575940613361010,[492436 280296  75480],79098729265096597
720575940637323071,[499416 229888 129200],79238642320801221
720575940632212039,[459768 136220 124160],78533374330882022
720575940628695056,[480324 134596 109240],78885217984826403
720575940650134262,[409672 199412 205360],77690049114368661
720575940628452431,[493164 276212  78000],79098660545702307
720575940634979691,[279904 226748 176320],75438661550125396
720575940630904121,[496440 194080  75440],79167654900239145
720575940649828473,[473364 136284 158520],78744480630959028
720575940632731705,[487956 112404 129680],79025543223454327
720575940611347123,[442700 209216 111080],78253136237887691
720575940627060839,[409376 199872 205360],77690049114334746
720575940619230288,[465432 192708 179840],78604705282439612
720575940612080869,[483208 121832 143240],78955380638134567
720575940624942128,[408608 198944 205360],77619611650696069
720575940640193920,[409680 198956 205360],77689980394846146
720575940616085334,[504540 111472 118360],79307018133314024
720575940606597298,[460500 176348 102840],78534061392043460
720575940621057702,[471808 290152 110520],78747091836645539
720575940617333976,[420176 185428 134160],77830511523141165
720575940633406668,[326672 227328 157600],76212717669036245
720575940632522848,[416236 193804 144440],77760280284694438
720575940628761160,[458628 131120 131600],78533305611630366
720575940640739955,[482080 109368 135400],78884805735251629
720575940623917287,[489724 111528 139160],79025543223757186
720575940622252493,[463860 178544  98760],78604430136101564
720575940620346795,[458708 139716 118120],78533442983700584
720575940623888397,[706532 282456 119240],82757972816117028
720575940627702288,[498736 269488  84120],79168960637032763
720575940628202001,[341212 297452 168960],76495360943656399
720575940646310947,[468524 131628 131080],78674043099993807
720575940621628582,[497996 336908 206440],79170060551259406
720575940615217676,[409688 199676 205360],77690049114322537
720575940654823329,[406068 200060 205360],77619680370184760
720575940640249296,[532400 229100 142000],79801592274646654
720575940634866586,[454164 139992 127720],78392705562113166
720575940629789562,[407976 199248 205360],77619680370204727
720575940647836793,[489140 112900 131840],79025543223518153
720575940620931348,[469492 206044 123320],78675279983905586
720575940628750248,[483628 250716  93120],78957510807424393
720575940636683631,[410256 199196 205360],77690049114353899
720575940626716464,[408220 199560 205360],77619680370187571
720575940621589999,[422704 191140 135840],77901017706358333
720575940622433140,[455292 178024 100680],78463692647827237
720575940632678496,[420740 217572 195000],77831061480294968
720575940609617454,[408852 199556 205360],77619680370176464
720575940611242609,[407716 198772 205360],77619611650707261
720575940616501919,[464140 180028  99000],78604498855595759
720575940630976886,[439444 186952 100240],78182423829542060
720575940618761250,[409052 147668 192680],77618787016565040
720575940616893746,[514416 177332  78640],79448854999152262
720575940611538355,[410080 199748 205360],77690049114349383
720575940616947174,[409336 199304 205360],77690049114340754
720575940637929956,[503632 228124 132880],79309011065095117
720575940632355626,[406044 199524 205360],77619680370184412
720575940610985586,[570000 230728  75960],80434910770754500
720575940648569988,[463380 179620  99240],78604498855598193
720575940622058364,[409392 200184 205360],77690049114362061
720575940615503803,[464008 113176 149840],78603399544938762
720575940637318110,[488904 119532 135080],79025680662587517
720575940618984475,[440620 145640 107320],78181667981978990
720575940633227545,[470544 189640 194200],78675005374024115
720575940619773008,[462772 154628 180160],78604086807133296
720575940633949613,[406052 199788 205360],77619680370229729
720575940625021733,[491468 276364  81680],79098660545847761
720575940622910989,[462420 133696 128840],78533374331038717
720575940633510431,[414092 196824 127440],77760348937194026
720575940621341716,[465976 175116 100800],78604430136185326
720575940628007171,[454964 181240  97360],78463761367190191
720575940632789785,[470220 189228 194200],78675005374035572
720575940627499520,[497064 191200  75680],79167654900239623
720575940625712688,[462352 134288 129200],78533374331030056
720575940625013767,[407012 200752 205360],77619680370206959
720575940627293540,[381696 306272 142600],77199254409628321
720575940633197196,[739832 319576 134000],83321541311729973
720575940609388124,[260992 285556 267200],75087848956553945
720575940618618350,[458364 181120  97440],78463761367179412
720575940607667723,[428284 237016 186560],77972142565746167
720575940628411781,[461568 154532 179720],78533718062947370
720575940610602410,[461968 177356  98800],78534061391932712
720575940620916229,[468636 189608 194240],78675005374027600
720575940634362835,[420520 189328 131640],77830580242550412
720575940630480459,[468416 189868 194200],78675005374033487
720575940646518382,[440632 145392 113200],78181667982165518
720575940621386017,[407388 199748 205360],77619680370219754
720575940622342576,[456536 175372 100960],78463692647819724
720575940613772194,[387228 145624 189840],77266874576098227
720575940618118485,[471384  94160  98600],78743793234905296
720575940645972276,[469332 188804 194200],78675005374031040
720575940630393427,[490488 280480  79480],79028360521078283
720575940622910611,[407808 199644 205360],77619680370168920
720575940630668306,[440136 100944 111160],78180980787319716
720575940619315761,[485028 119464 133320],78955311918343733
720575940604174438,[407540 148924 196920],77618787016705299
720575940625082969,[481652 214488 119080],78886523655265550
720575940619376519,[409496 148636 194480],77689155760798060
720575940608425227,[408556 200848 205360],77619680370170930
720575940629836343,[457788 139592 114560],78463074239422871
720575940635087246,[427768 221756 190320],77971867687967759
720575940627175506,[405776 195464 202960],77619611650630056
720575940605777841,[468148 189756 194200],78675005374055427
720575940620079600,[406260 198844 205360],77619611650707226
720575940626254357,[407224 197136 201880],77619611650600187
720575940613559458,[410588 200228 205360],77690049114380901
720575940659009409,[468788 186364 194200],78674936654586285
720575940622175114,[409276 157012 110360],77618924187059416
720575940628856380,[407296 149508 197720],77618787016725964
720575940610491694,[457132 131016 135520],78462936867595997
720575940623957173,[414868 115440  87560],77758974413384852
720575940631431251,[409068 198296 205360],77619611650721776
720575940645990532,[504520 195188  68840],79308461107859032
720575940605876866,[444400 191864 111120],78252861359968727
720575940631733587,[474292 226632 114760],78745992325176997
720575940618858837,[486876 156076 190160],78955930594802701
720575940604804030,[408816 198704 205360],77619611650697828
720575940619596015,[494732 102820 121440],79095774461936328
720575940651717110,[397964 142600 166480],77477980741429578
720575940615903803,[450568 345736 167720],78396141670143177
720575940643792584,[757364 249228 129800],83601848057201850
720575940629963779,[519984 108596  80840],79588424256523940
720575940629789712,[146632 409068 149240],73119585301375727
720575940607039618,[758260 335056 203440],83673660112121664
720575940648831097,[516212 312976 200960],79521491888692902
720575940621627930,[758412 338592  98080],83673728496000768
720575940625218590,[491936 280664  71240],79098729264958805
720575940628750718,[499044 280648  65200],79169098008907888
720575940635695022,[668680 149292 190280],82122386643882459
720575940621572890,[454644 345860 167560],78466510414299812
720575940615950109,[477428 286404  71280],78817391727206408
720575940632634911,[545676 330228 112280],80014347707175850
720575940621805132,[364276 244588 135400],76916748641040533
720575940610341582,[453976 345824 167560],78396141670133934
720575940639479168,[452992 345292 167560],78396141670136543
720575940628017563,[493924 280336  80120],79098729265248223
720575940634391950,[509068 267712  76240],79379998083381644
720575940632788025,[451856 345208 167720],78396141670145595
720575940616098644,[502508 273324  73680],79239398033915800
720575940634429279,[315504 177528 150200],76071155546726757
720575940627466746,[504144 265884  80800],79309629339380473
720575940625065653,[453056 346376 167720],78396141670145816
720575940610815510,[508000 106684  77480],79377318023825674
720575940624153528,[444964 344676  92600],78255403913478448
720575940613234591,[508736 269344  76080],79380066802840570
720575940616044834,[510632 110140  72600],79377386743131666
720575940632733792,[506236 263568  81840],79309560619936693
720575940632607127,[495428 280996  65240],79169098008908021
720575940636898270,[452444 345984 167720],78396141670149407
720575940615716753,[499992 281068  65200],79239466753097872
720575940633284435,[838836 197184 123240],85008329520912447
720575940635307375,[469784 292616 192680],78676723360916842
720575940642662797,[304844 189200 234280],75860255741132297
720575940613151706,[632636 239000 216840],81490579842101280
720575940624078484,[524516 119064  75480],79658999158898865
720575940632842687,[575232 281520 189760],80506173270481802
720575940621477312,[450236 344928 167560],78325772925940817
720575940620994292,[490800 280352  80880],79028360521121942
720575940632829836,[863496 273236 171280],85431847856909166
720575940621678174,[691164 202304 154000],82475123583853235
720575940637531369,[474520 287968  71280],78747022983024521
720575940647755641,[484260 343612 189720],78959091690721952
720575940636671886,[453524 346316 167720],78396141670150776
720575940631651810,[484620 344428 189720],78959091690731273
720575940630005622,[466728  95224  76280],78673424423520052
720575940660224385,[484308 345000 189720],78959091690720865
720575940616110815,[231508 234256 259400],74594374327410425
720575940634525303,[484716 344968 189600],78959091690713158
720575940613814971,[484584 345144 189720],78959091690728851
720575940622786317,[483948 344264 189720],78959091690722087
720575940627537753,[486300 338092 183600],78958954185150238
720575940629523715,[335604 275592 234120],76424648803555006
720575940617689816,[484424 346048 189600],78959091690721247
720575940624234242,[484280 345900 189720],78959091690723717
720575940619905916,[483672 346044 189720],78959091690710578
720575940618302557,[238668 269716 175560],74735730022589885
720575940615382751,[447376 343296 167560],78325772925940556
720575940619169950,[453952 346408 167560],78396141670114750
720575940629369642,[486416 345464 189720],78959091690717850
720575940610309034,[484232 346644 189720],78959160410184370
720575940626639259,[483780 347068 189600],78959160410183526
720575940628267909,[522344 116684  81000],79588561695421728
720575940618827910,[483348 346856 189600],78959160410186857
720575940629081175,[484584 347572 189720],78959160410189875
720575940638874064,[483852 347908 189600],78959160410191104
720575940619997819,[506764 316220 197680],79310454375534899
720575940630712493,[483260 347888 189600],78959160410184834
720575940603786686,[483436 347316 189720],78959160410194870
720575940635207580,[278448 307352 262680],75440036208258327
720575940625396252,[453444 345008 167560],78396141670145563
720575940620815896,[486656 345908 189720],78959091690727764
720575940612058543,[455304 299580 174080],78465754500285219
720575940622386056,[520856 117156  67720],79588561694981736
720575940626748702,[451724 344808 167720],78396141670144341
720575940615821981,[492920 303424 188960],79099141984282120
720575940639159029,[491528 313636 184400],79099279356664875
720575940615979067,[486756  98960  81960],78954968119938609
720575940624530407,[485056 344384 189600],78959091690719124
720575940615364564,[450840 344704 167720],78396141670139085
720575940639159797,[450028 345268 167560],78325772925940863
720575940626296339,[451236 345664 167560],78396141670136641
720575940606856405,[451072 345288 167560],78396141670135187
720575940632574946,[465344 301680 177920],78606560708248178
720575940619590360,[454292 345544 167720],78396141670137892
720575940611498419,[454212 345292 167560],78396141670139130
